year,blood_lead_level
2013,1.92180385
2013,1.92691375
2013,1.929960464
2013,1.932554492
2013,1.937944635
2013,1.938061398
2013,1.938701688
2013,1.942376655
2013,1.944560807
2013,1.954112379
2013,1.954348537
2013,1.957077323
2013,1.961908978
2013,1.963941889
2013,1.966183787
2013,1.966890038
2013,1.96998338
2013,1.975773821
2013,1.976934119
2013,1.978332353
2013,1.98159639
2013,1.982521262
2013,1.986223189
2013,1.988907366
2013,1.990372584
2013,1.991061655
2013,1.997546988
2013,2.000682864
2013,2.014904074
2013,2.01619705
2013,2.019053661
2013,2.026985445
2013,2.027378524
2013,2.030116782
2013,2.038681822
2013,2.041566536
2013,2.046995992
2013,2.047722037
2013,2.05092996
2013,2.051564795
2013,2.052798477
2013,2.054434275
2013,2.060343777
2013,2.063235178
2013,2.065613714
2013,2.083204613
2013,2.084966164
2013,2.086777316
2013,2.087197959
2013,2.089016546
2013,2.094087447
2013,2.099790864
2013,2.100944809
2013,2.101320428
2013,2.105529054
2013,2.114841425
2013,2.115350647
2013,2.116594174
2013,2.122566332
2013,2.125350524
2013,2.12852709
2013,2.131776185
2013,2.13211028
2013,2.13432403
2013,2.137037988
2013,2.137880739
2013,2.14063894
2013,2.14409421
2013,2.145297606
2013,2.154293696
2013,2.170800455
2013,2.176194359
2013,2.182164119
2013,2.192103647
2013,2.192882081
2013,2.202458852
2013,2.211055072
2013,2.213251491
2013,2.213667939
2013,2.213724279
2013,2.218586047
2013,2.22470044
2013,2.227527438
2013,2.228130403
2013,2.234247943
2013,2.242953953
2013,2.252934993
2013,2.254237315
2013,2.256863227
2013,2.262607894
2013,2.263656871
2013,2.263806446
2013,2.264212567
2013,2.269112976
2013,2.288031784
2013,2.288714152
2013,2.28955838
2013,2.291241267
2013,2.293369734
2013,2.300563305
2013,2.305233572
2013,2.310449966
2013,2.322389985
2013,2.325565577
2013,2.3330022
2013,2.333151919
2013,2.336432418
2013,2.340760784
2013,2.343971446
2013,2.349776338
2013,2.356441455
2013,2.356485521
2013,2.359819875
2013,2.375539172
2013,2.377141959
2013,2.377990705
2013,2.380869531
2013,2.385982967
2013,2.39028189
2013,2.410462162
2013,2.411055019
2013,2.413792421
2013,2.415098777
2013,2.417016526
2013,2.421116244
2013,2.422315112
2013,2.428015452
2013,2.430477248
2013,2.430902174
2013,2.435924127
2013,2.438009616
2013,2.441395133
2013,2.444517179
2013,2.445803161
2013,2.450471935
2013,2.454459378
2013,2.461780673
2013,2.464926984
2013,2.468388899
2013,2.470282703
2013,2.471018632
2013,2.472280872
2013,2.474814153
2013,2.481097105
2013,2.487043365
2013,2.488569863
2013,2.497747314
2013,2.498659946
2013,2.499286588
2013,2.500923306
2013,2.505272754
2013,2.506451693
2013,2.517538213
2013,2.517648967
2013,2.518754737
2013,2.518963843
2013,2.525369654
2013,2.528062304
2013,2.529421777
2013,2.538012132
2013,2.545557301
2013,2.562799825
2013,2.56473295
2013,2.57093411
2013,2.578507041
2013,2.578931646
2013,2.580535381
2013,2.584735381
2013,2.586637397
2013,2.587801882
2013,2.590288326
2013,2.601544771
2013,2.60179525
2013,2.606446076
2013,2.610815709
2013,2.611073881
2013,2.613112
2013,2.613514874
2013,2.613887432
2013,2.621068837
2013,2.623837439
2013,2.629048705
2013,2.639029867
2013,2.642615342
2013,2.643529385
2013,2.644416588
2013,2.647983778
2013,2.660335553
2013,2.664615494
2013,2.665383379
2013,2.671602076
2013,2.671859151
2013,2.67724787
2013,2.686058803
2013,2.689953583
2013,2.695744721
2013,2.696234209
2013,2.69804659
2013,2.71222386
2013,2.724923072
2013,2.725466736
2013,2.725750975
2013,2.729467068
2013,2.735460422
2013,2.736391322
2013,2.737502358
2013,2.737623474
2013,2.744445975
2013,2.759832742
2013,2.773580248
2013,2.77676291
2013,2.786992512
2013,2.79327259
2013,2.794424138
2013,2.800142395
2013,2.803187782
2013,2.80353413
2013,2.806356381
2013,2.807150523
2013,2.809092976
2013,2.809410163
2013,2.821338923
2013,2.84036967
2013,2.846447641
2013,2.851299394
2013,2.852285306
2013,2.852323661
2013,2.855467764
2013,2.856065404
2013,2.866997738
2013,2.872448913
2013,2.874519221
2013,2.875330407
2013,2.886295352
2013,2.888921045
2013,2.891701788
2013,2.89250911
2013,2.893371334
2013,2.896989414
2013,2.908037354
2013,2.908765826
2013,2.910617239
2013,2.911118644
2013,2.911477694
2013,2.913213289
2013,2.916121572
2013,2.918325526
2013,2.921945373
2013,2.926406755
2013,2.92913299
2013,2.933977648
2013,2.942331303
2013,2.948687355
2013,2.958362365
2013,2.96099209
2013,2.97002514
2013,2.970818605
2013,2.971346898
2013,2.97841953
2013,2.99034865
2013,2.998758111
2013,3.000857963
2013,3.00979681
2013,3.019902817
2013,3.025160097
2013,3.026171112
2013,3.031835525
2013,3.03819414
2013,3.044488586
2013,3.04569167
2013,3.050483686
2013,3.051353721
2013,3.061198837
2013,3.06251888
2013,3.063537185
2013,3.068921883
2013,3.080818484
2013,3.081141856
2013,3.088452695
2013,3.095162524
2013,3.101946465
2013,3.101967502
2013,3.114801552
2013,3.121969418
2013,3.126463649
2013,3.133746797
2013,3.139635412
2013,3.144199555
2013,3.152198012
2013,3.1527924
2013,3.152893055
2013,3.160853904
2013,3.161592691
2013,3.174058168
2013,3.175173135
2013,3.177365481
2013,3.182884803
2013,3.184916026
2013,3.18566479
2013,3.187036321
2013,3.204541822
2013,3.221964041
2013,3.224742801
2013,3.226148676
2013,3.231428147
2013,3.237032422
2013,3.240753629
2013,3.242933264
2013,3.263676286
2013,3.270037687
2013,3.270653523
2013,3.281455773
2013,3.293154489
2013,3.306675552
2013,3.318635357
2013,3.320948566
2013,3.324109987
2013,3.330780175
2013,3.341153265
2013,3.345947043
2013,3.369273231
2013,3.372040164
2013,3.389498261
2013,3.390193774
2013,3.407253156
2013,3.413437673
2013,3.415442629
2013,3.470059006
2013,3.47049324
2013,3.479208781
2013,3.479471065
2013,3.480687053
2013,3.505925675
2013,3.512307643
2013,3.519375532
2013,3.530128782
2013,3.535866707
2013,3.540728301
2013,3.541932879
2013,3.54710709
2013,3.549649708
2013,3.551986425
2013,3.560982512
2013,3.564140751
2013,3.575183655
2013,3.579369929
2013,3.584950521
2013,3.596498621
2013,3.61501507
2013,3.619359155
2013,3.653711587
2013,3.659217705
2013,3.672579357
2013,3.678600536
2013,3.681513409
2013,3.708455749
2013,3.726058294
2013,3.744718126
2013,3.761565856
2013,3.774280438
2013,3.782405237
2013,3.80932712
2013,3.822536314
2013,3.857407882
2013,3.870831765
2013,3.87307836
2013,3.899062595
2013,3.91349827
2013,3.919077441
2013,3.923433205
2013,3.923850598
2013,3.92666679
2013,3.931895868
2013,3.935834204
2013,3.947383033
2013,3.980422089
2013,3.981760367
2013,3.982634342
2013,3.988435739
2013,3.989951682
2013,4.016827543
2013,4.022130202
2013,4.026808858
2013,4.056705044
2013,4.067617199
2013,4.073421295
2013,4.093544832
2013,4.095949613
2013,4.099255934
2013,4.106578151
2013,4.108531486
2013,4.109111774
2013,4.137691394
2013,4.165793149
2013,4.166726924
2013,4.192899205
2013,4.203485792
2013,4.218852463
2013,4.233526875
2013,4.243496373
2013,4.256170335
2013,4.273441363
2013,4.275243111
2013,4.324679998
2013,4.335819662
2013,4.392282134
2013,4.440048831
2013,4.456646304
2013,4.467481929
2013,4.476961011
2013,4.485262797
2013,4.520845022
2013,4.529627338
2013,4.616251543
2013,4.640172128
2013,4.653656845
2013,4.674848344
2013,4.744549009
2013,4.750779346
2013,4.762594813
2013,4.790772436
2013,4.79499492
2013,4.797319083
2013,4.817876719
2013,4.82120715
2013,4.829264898
2013,4.832803296
2013,4.844333116
2013,4.860280818
2013,4.878293155
2013,4.881478457
2013,4.964538414
2013,4.966326563
2013,4.976227322
2013,5.052655506
2013,5.174808354
2013,5.180155271
2013,5.286847987
2013,5.366162406
2013,5.371736438
2013,5.391592059
2013,5.396272017
2013,5.404249398
2013,5.482963577
2013,5.512686621
2013,5.692868826
2013,5.804575783
2013,5.830259666
2013,5.971664751
2013,6.299116289
2013,6.356130705
2013,6.783272785
2015,0.20356
2015,0.436663543
2015,0.650925221
2015,0.722246868
2015,0.72483714
2015,0.730888492
2015,0.737311273
2015,0.754923749
2015,0.762390614
2015,0.766235667
2015,0.769052996
2015,0.797406905
2015,0.799822901
2015,0.802888615
2015,0.815056345
2015,0.830019315
2015,0.841656789
2015,0.84714102
2015,0.849058205
2015,0.859969702
2015,0.870869429
2015,0.880544656
2015,0.884458566
2015,0.891422539
2015,0.89445659
2015,0.908607306
2015,0.916196392
2015,0.917196588
2015,0.926787898
2015,0.932974736
2015,0.936343151
2015,0.964813862
2015,0.965360153
2015,0.970832175
2015,0.977014462
2015,0.990648092
2015,0.991431975
2015,1.003954714
2015,1.006023148
2015,1.019596524
2015,1.02735676
2015,1.028584583
2015,1.03562912
2015,1.036292913
2015,1.040076482
2015,1.041295162
2015,1.044363505
2015,1.046261202
2015,1.054671483
2015,1.055216964
2015,1.055373468
2015,1.060966175
2015,1.062257691
2015,1.079562835
2015,1.083092582
2015,1.08557847
2015,1.087927517
2015,1.093885862
2015,1.09550814
2015,1.096578419
2015,1.109109401
2015,1.109665449
2015,1.110961915
2015,1.125376485
2015,1.127112481
2015,1.127632504
2015,1.132322003
2015,1.133151271
2015,1.133336034
2015,1.134094364
2015,1.137545093
2015,1.143134589
2015,1.14432645
2015,1.148910705
2015,1.150838891
2015,1.150855604
2015,1.151361067
2015,1.155620936
2015,1.15847866
2015,1.161028618
2015,1.162250263
2015,1.169280977
2015,1.169513466
2015,1.175438984
2015,1.179607351
2015,1.185437388
2015,1.191158241
2015,1.196576437
2015,1.202113857
2015,1.21289868
2015,1.223300107
2015,1.225477848
2015,1.229150907
2015,1.240227838
2015,1.242332257
2015,1.249760551
2015,1.25490579
2015,1.263287355
2015,1.271831333
2015,1.271870032
2015,1.278768032
2015,1.280932714
2015,1.284159551
2015,1.287412565
2015,1.296427551
2015,1.298080268
2015,1.307288084
2015,1.308685362
2015,1.312052542
2015,1.31783617
2015,1.330918216
2015,1.33421305
2015,1.340131685
2015,1.342710311
2015,1.351633854
2015,1.359795464
2015,1.364197115
2015,1.370669306
2015,1.37396771
2015,1.374029942
2015,1.377701774
2015,1.383085389
2015,1.383275815
2015,1.385252101
2015,1.385380764
2015,1.405687516
2015,1.405896358
2015,1.410399171
2015,1.413117068
2015,1.41764302
2015,1.419456973
2015,1.420501791
2015,1.424999038
2015,1.427247516
2015,1.430262835
2015,1.430374173
2015,1.434647816
2015,1.437565837
2015,1.445143103
2015,1.452806158
2015,1.455305216
2015,1.455567274
2015,1.458414366
2015,1.458760682
2015,1.459773966
2015,1.460830146
2015,1.461808806
2015,1.465198753
2015,1.468804674
2015,1.471501867
2015,1.482708395
2015,1.491328385
2015,1.491980408
2015,1.496224759
2015,1.499876425
2015,1.501349774
2015,1.502266422
2015,1.506017051
2015,1.510631548
2015,1.515588111
2015,1.51881117
2015,1.519984012
2015,1.520517613
2015,1.523888463
2015,1.527676398
2015,1.531149907
2015,1.53223158
2015,1.532394963
2015,1.536112644
2015,1.537069341
2015,1.54011137
2015,1.541955571
2015,1.545270446
2015,1.545786555
2015,1.559784557
2015,1.561205062
2015,1.56127567
2015,1.561683584
2015,1.56188675
2015,1.563099235
2015,1.56415024
2015,1.56432416
2015,1.568432672
2015,1.568501933
2015,1.573597217
2015,1.574200541
2015,1.576380513
2015,1.578946334
2015,1.582381774
2015,1.582689698
2015,1.587519781
2015,1.589342323
2015,1.591991943
2015,1.593768511
2015,1.597129368
2015,1.600521856
2015,1.604011206
2015,1.608145527
2015,1.608881546
2015,1.611000114
2015,1.611151308
2015,1.617724037
2015,1.621015983
2015,1.62112599
2015,1.624546408
2015,1.627643298
2015,1.629466389
2015,1.634433769
2015,1.636200161
2015,1.636474706
2015,1.642121306
2015,1.64222276
2015,1.644644625
2015,1.654337802
2015,1.670667466
2015,1.671995933
2015,1.688846028
2015,1.69065365
2015,1.690923023
2015,1.693336404
2015,1.694791455
2015,1.695587944
2015,1.697279297
2015,1.705226057
2015,1.710286629
2015,1.713067301
2015,1.723664905
2015,1.727506255
2015,1.732297179
2015,1.739108176
2015,1.74026784
2015,1.740789905
2015,1.741148349
2015,1.747624615
2015,1.747871299
2015,1.74876046
2015,1.749123967
2015,1.749680641
2015,1.752317706
2015,1.752524254
2015,1.75498584
2015,1.755881726
2015,1.758192499
2015,1.763663237
2015,1.77163159
2015,1.773651518
2015,1.78182587
2015,1.784603489
2015,1.788390967
2015,1.789772401
2015,1.798304529
2015,1.80160172
2015,1.805237385
2015,1.808274061
2015,1.809182462
2015,1.811484163
2015,1.814547791
2015,1.814794725
2015,1.817437348
2015,1.821407472
2015,1.822684178
2015,1.830982403
2015,1.848514929
2015,1.851350001
2015,1.851709894
2015,1.85940952
2015,1.862765144
2015,1.863775107
2015,1.86544164
2015,1.875566364
2015,1.89742881
2015,1.900198315
2015,1.902148009
2015,1.903069513
2015,1.906928575
2015,1.907511768
2015,1.921030003
2015,1.9425537
2015,1.952241646
2015,1.957872646
2015,1.960007782
2015,1.960919484
2015,1.961797578
2015,1.962954758
2015,1.970187346
2015,1.97189984
2015,1.973808965
2015,1.97579895
2015,1.985686214
2015,1.988411651
2015,1.99138697
2015,1.99728854
2015,2.009010754
2015,2.009353196
2015,2.01024035
2015,2.011606177
2015,2.01184527
2015,2.014954196
2015,2.022801966
2015,2.030516122
2015,2.031752772
2015,2.03555445
2015,2.041926468
2015,2.044004009
2015,2.045634573
2015,2.049982798
2015,2.05200353
2015,2.053043409
2015,2.053825984
2015,2.057728619
2015,2.067369189
2015,2.069338028
2015,2.076766441
2015,2.082457478
2015,2.090079377
2015,2.090796561
2015,2.103565441
2015,2.10800862
2015,2.108146796
2015,2.10931022
2015,2.110092706
2015,2.115896083
2015,2.116343137
2015,2.118792833
2015,2.11952839
2015,2.119535319
2015,2.123894555
2015,2.125224592
2015,2.126775967
2015,2.12869792
2015,2.128960619
2015,2.128998264
2015,2.135846355
2015,2.13783713
2015,2.138850584
2015,2.140313527
2015,2.159679521
2015,2.161900931
2015,2.16841994
2015,2.172882658
2015,2.175966381
2015,2.177184531
2015,2.197957153
2015,2.198324547
2015,2.198825167
2015,2.199386333
2015,2.203260774
2015,2.205496276
2015,2.210789258
2015,2.217293028
2015,2.217444095
2015,2.223055162
2015,2.224451957
2015,2.231441888
2015,2.240519699
2015,2.247155817
2015,2.247766084
2015,2.251976731
2015,2.287433864
2015,2.293500051
2015,2.293875229
2015,2.294744971
2015,2.3005857
2015,2.301676036
2015,2.302697953
2015,2.306868365
2015,2.308180833
2015,2.310899242
2015,2.31471592
2015,2.314830353
2015,2.315859933
2015,2.316376559
2015,2.318258932
2015,2.333374008
2015,2.334356965
2015,2.339887949
2015,2.34136351
2015,2.341465254
2015,2.350925207
2015,2.363161411
2015,2.369577048
2015,2.369993745
2015,2.370407402
2015,2.375442958
2015,2.379167643
2015,2.382191052
2015,2.382787049
2015,2.384928819
2015,2.385472484
2015,2.391833633
2015,2.394604578
2015,2.397332807
2015,2.398089673
2015,2.399902453
2015,2.400079465
2015,2.40855336
2015,2.416732025
2015,2.419557819
2015,2.429494555
2015,2.441079455
2015,2.441146121
2015,2.451273865
2015,2.459081788
2015,2.459850055
2015,2.461551432
2015,2.476585064
2015,2.477470034
2015,2.478291535
2015,2.479082233
2015,2.480938503
2015,2.490345471
2015,2.497549938
2015,2.500511315
2015,2.519412059
2015,2.520688
2015,2.522049224
2015,2.536448899
2015,2.551672309
2015,2.559175752
2015,2.566582505
2015,2.567860594
2015,2.568714421
2015,2.570721698
2015,2.5718557
2015,2.572944404
2015,2.577556381
2015,2.579495135
2015,2.585216765
2015,2.586698168
2015,2.587779687
2015,2.590011947
2015,2.591616508
2015,2.593971732
2015,2.6000673
2015,2.600447199
2015,2.601852037
2015,2.602448707
2015,2.603064918
2015,2.603427774
2015,2.604089697
2015,2.619819999
2015,2.627107678
2015,2.629737072
2015,2.631013527
2015,2.641809262
2015,2.645589334
2015,2.650489657
2015,2.656926751
2015,2.658719083
2015,2.662542618
2015,2.662595791
2015,2.665153943
2015,2.669667681
2015,2.670613769
2015,2.672776659
2015,2.680198865
2015,2.680550669
2015,2.681360405
2015,2.685147994
2015,2.686421967
2015,2.689485791
2015,2.68973379
2015,2.695702738
2015,2.707640047
2015,2.708631687
2015,2.709573333
2015,2.714236208
2015,2.722434724
2015,2.729346203
2015,2.745425542
2015,2.75801285
2015,2.758182107
2015,2.762806821
2015,2.77087378
2015,2.772126499
2015,2.77572384
2015,2.779580372
2015,2.781236337
2015,2.783035384
2015,2.787704099
2015,2.797307719
2015,2.812984664
2015,2.817950843
2015,2.832475587
2015,2.83716298
2015,2.83886734
2015,2.844486114
2015,2.844540847
2015,2.855390446
2015,2.85816533
2015,2.886027717
2015,2.886988846
2015,2.894277431
2015,2.901720916
2015,2.90255527
2015,2.902687036
2015,2.907270629
2015,2.916256814
2015,2.925578262
2015,2.927450134
2015,2.939788069
2015,2.943907354
2015,2.945108384
2015,2.950320076
2015,2.962995672
2015,2.970383318
2015,2.972497823
2015,2.981670543
2015,2.981722665
2015,2.983385487
2015,2.991540289
2015,2.997783293
2015,3.004970033
2015,3.008915585
2015,3.011839131
2015,3.028714811
2015,3.032108738
2015,3.045169738
2015,3.048490543
2015,3.053792844
2015,3.064859217
2015,3.068776676
2015,3.071901637
2015,3.072350519
2015,3.075586019
2015,3.076175925
2015,3.076184313
2015,3.082202834
2015,3.082603512
2015,3.086533828
2015,3.08904281
2015,3.091216552
2015,3.09224504
2015,3.094138342
2015,3.095217075
2015,3.118481115
2015,3.127097068
2015,3.127965406
2015,3.13147631
2015,3.136054
2015,3.136523856
2015,3.145599792
2015,3.156305017
2015,3.160001296
2015,3.169650189
2015,3.170056855
2015,3.176818554
2015,3.186431198
2015,3.194299613
2015,3.206413184
2015,3.220573755
2015,3.225958003
2015,3.227069778
2015,3.238646065
2015,3.239698208
2015,3.243444467
2015,3.246962012
2015,3.25054093
2015,3.25848282
2015,3.260443839
2015,3.272716184
2015,3.284746353
2015,3.287391112
2015,3.291990493
2015,3.294547993
2015,3.30749546
2015,3.311292698
2015,3.313902174
2015,3.31421021
2015,3.321353272
2015,3.33585574
2015,3.339494532
2015,3.346001016
2015,3.384568429
2015,3.388480384
2015,3.389751512
2015,3.397926106
2015,3.41079436
2015,3.416402517
2015,3.421178036
2015,3.430195399
2015,3.433912194
2015,3.452370154
2015,3.452726189
2015,3.460684815
2015,3.460962433
2015,3.462133382
2015,3.464611505
2015,3.470062875
2015,3.476816593
2015,3.477385989
2015,3.480631444
2015,3.481600927
2015,3.486938226
2015,3.495848904
2015,3.507845292
2015,3.508689489
2015,3.513090638
2015,3.513479755
2015,3.51759327
2015,3.521016577
2015,3.521668098
2015,3.527751906
2015,3.530160207
2015,3.557034826
2015,3.561525626
2015,3.569815016
2015,3.576104933
2015,3.576353234
2015,3.594904297
2015,3.606005952
2015,3.613510869
2015,3.626416575
2015,3.628203178
2015,3.636087431
2015,3.640451784
2015,3.65975093
2015,3.669978323
2015,3.672459818
2015,3.673374034
2015,3.687235941
2015,3.692944765
2015,3.712092574
2015,3.752772668
2015,3.753496135
2015,3.794846945
2015,3.811858508
2015,3.84938736
2015,3.867560823
2015,3.868782414
2015,3.884772524
2015,3.902106654
2015,3.928849529
2015,3.931982639
2015,3.949505076
2015,3.9630237
2015,3.976926333
2015,4.000211246
2015,4.000455047
2015,4.028500648
2015,4.062015666
2015,4.064017004
2015,4.067136945
2015,4.079791521
2015,4.101428462
2015,4.10395595
2015,4.112320096
2015,4.123414765
2015,4.131982713
2015,4.147062993
2015,4.154232644
2015,4.165760005
2015,4.176549234
2015,4.186008432
2015,4.18967983
2015,4.191480336
2015,4.197524751
2015,4.225062648
2015,4.264478216
2015,4.274398776
2015,4.275173562
2015,4.276288486
2015,4.323128098
2015,4.324219286
2015,4.3450884
2015,4.357834874
2015,4.36529743
2015,4.36702603
2015,4.368006286
2015,4.398470242
2015,4.431947111
2015,4.448820568
2015,4.459100886
2015,4.495765181
2015,4.509309841
2015,4.524888572
2015,4.527748177
2015,4.544260873
2015,4.558858559
2015,4.560365852
2015,4.58242495
2015,4.600232402
2015,4.643429411
2015,4.660892245
2015,4.669812705
2015,4.671063102
2015,4.671090703
2015,4.681323962
2015,4.69778683
2015,4.701181048
2015,4.759702048
2015,4.804394312
2015,4.807770746
2015,4.819194941
2015,4.828521703
2015,4.882487429
2015,4.897000474
2015,4.907652976
2015,4.919900747
2015,4.973720408
2015,4.974175739
2015,5.006280162
2015,5.062981274
2015,5.064998117
2015,5.068173841
2015,5.072024636
2015,5.110649264
2015,5.115520218
2015,5.127646953
2015,5.141733621
2015,5.215196843
2015,5.266178096
2015,5.278100343
2015,5.326482198
2015,5.354270486
2015,5.365358923
2015,5.398442002
2015,5.403353999
2015,5.409840372
2015,5.463294831
2015,5.47648201
2015,5.481430971
2015,5.534683193
2015,5.721427031
2015,5.723081404
2015,5.781250236
2015,5.93035553
2015,5.976113641
2015,5.979502609
2015,6.046898221
2015,6.123081919
2015,6.420465304
2015,6.643249304
2015,6.681899022
2015,6.932993041
2015,8.132236225
2015,8.5865396
