Year,Month,Day,Temperature
1948,9,2,20.3
1948,9,3,20.3
1948,8,11,20.5
1948,9,17,20.5
1948,8,26,20.6
1948,9,4,20.8
1948,9,1,21
1947,2,13,12.7
1947,2,3,12.8
1947,2,4,12.9
1947,1,4,13.1
1947,1,29,13.1
1947,1,31,13.1
1947,12,31,13.1
1947,1,30,13.2
1947,2,2,13.2
1947,12,23,13.2
1947,1,1,13.3
1947,1,3,13.3
1947,12,24,13.3
1947,1,2,13.4
1947,1,24,13.4
1947,2,1,13.4
1947,2,5,13.4
1947,7,14,13.4
1947,1,8,13.5
1947,1,11,13.5
1947,1,21,13.5
1947,4,13,13.5
1947,1,10,13.6
1947,1,14,13.6
1947,1,15,13.6
1947,1,17,13.6
1947,1,18,13.6
1947,1,19,13.6
1947,1,20,13.6
1947,1,23,13.6
1947,4,10,13.6
1947,4,14,13.6
1947,9,1,13.6
1947,12,20,13.6
1947,12,25,13.6
1947,12,30,13.6
1947,1,6,13.7
1947,1,7,13.7
1947,1,9,13.7
1947,1,16,13.7
1947,1,22,13.7
1947,1,25,13.7
1947,1,26,13.7
1947,2,8,13.7
1947,2,12,13.7
1947,4,28,13.7
1947,8,31,13.7
1947,12,22,13.7
1947,12,26,13.7
1947,1,27,13.8
1947,1,28,13.8
1947,2,6,13.8
1947,2,14,13.8
1947,4,12,13.8
1947,8,30,13.8
1947,12,13,13.8
1947,12,16,13.8
1947,12,19,13.8
1947,12,27,13.8
1947,1,12,13.9
1947,2,9,13.9
1947,2,15,13.9
1947,2,18,13.9
1947,2,19,13.9
1947,2,23,13.9
1947,12,21,13.9
1947,1,5,14
1947,2,16,14
1947,2,17,14
1947,2,20,14
1947,3,1,14
1947,3,8,14
1947,4,15,14
1947,11,28,14
1947,12,11,14
1947,12,15,14
1947,12,17,14
1947,12,18,14
1947,12,28,14
1947,2,10,14.1
1947,2,21,14.1
1947,2,26,14.1
1947,2,27,14.1
1947,3,13,14.1
1947,3,14,14.1
1947,12,29,14.1
1947,1,13,14.2
1947,2,7,14.2
1947,2,22,14.2
1947,2,24,14.2
1947,3,3,14.2
1947,3,7,14.2
1947,3,9,14.2
1947,4,6,14.2
1947,4,30,14.2
1947,7,10,14.2
1947,9,4,14.2
1947,12,14,14.2
1947,2,11,14.3
1947,2,25,14.3
1947,3,2,14.3
1947,3,5,14.3
1947,3,6,14.3
1947,4,11,14.3
1947,12,12,14.3
1947,3,18,14.4
1947,9,3,14.4
1947,2,28,14.5
1947,4,7,14.5
1947,12,10,14.5
1947,3,15,14.6
1947,3,16,14.6
1947,4,5,14.6
1947,9,2,14.6
1947,9,19,14.6
1947,3,10,14.7
1947,3,11,14.7
1947,3,19,14.7
1947,4,9,14.7
1947,12,4,14.7
1947,12,9,14.7
1947,3,17,14.8
1947,3,21,14.8
1947,4,8,14.8
1947,6,9,14.8
1947,10,15,14.8
1947,3,4,14.9
1947,3,20,14.9
1947,3,26,14.9
1947,4,17,14.9
1947,6,5,14.9
1947,12,5,14.9
1947,3,12,15
1947,3,22,15
1947,9,6,15
1947,11,9,15
1947,11,14,15
1947,11,25,15
1947,12,3,15
1947,12,6,15
1947,12,8,15
1947,4,4,15.1
1947,9,5,15.1
1947,11,11,15.1
1947,11,23,15.1
1947,11,24,15.1
1947,11,26,15.1
1947,12,7,15.1
1947,11,10,15.2
1947,12,1,15.2
1947,3,23,15.3
1947,8,17,15.3
1947,11,12,15.3
1947,11,13,15.3
1947,11,27,15.3
1947,3,24,15.4
1947,4,16,15.4
1947,11,30,15.4
1947,12,2,15.4
1947,3,25,15.5
1947,7,11,15.5
1947,11,5,15.5
1947,11,21,15.5
1947,11,29,15.5
1947,7,19,15.6
1947,11,8,15.6
1947,3,27,15.7
1947,5,1,15.7
1947,8,18,15.7
1947,8,29,15.7
1947,11,15,15.7
1947,11,22,15.7
1947,7,9,15.8
1947,8,20,15.8
1947,10,16,15.8
1947,10,17,15.8
1947,11,7,15.8
1947,11,16,15.8
1947,11,17,15.8
1947,7,17,15.9
1947,7,24,15.9
1947,8,14,15.9
1947,8,19,15.9
1947,11,18,15.9
1947,11,20,15.9
1947,3,28,16
1947,11,4,16
1947,11,19,16
1947,3,29,16.1
1947,4,2,16.1
1947,4,3,16.1
1947,4,18,16.1
1947,7,15,16.1
1947,8,12,16.1
1947,11,6,16.1
1947,7,28,16.2
1947,3,30,16.3
1947,4,29,16.3
1947,7,27,16.3
1947,3,31,16.4
1947,4,19,16.4
1947,6,29,16.4
1947,10,18,16.4
1947,4,1,16.5
1947,4,25,16.5
1947,6,6,16.5
1947,8,21,16.5
1947,9,20,16.5
1947,4,27,16.6
1947,6,8,16.6
1947,10,3,16.6
1947,4,26,16.7
1947,5,8,16.7
1947,6,28,16.7
1947,4,20,16.8
1947,4,22,16.8
1947,4,24,16.8
1947,5,11,16.8
1947,7,29,16.8
1947,8,13,16.8
1947,8,15,16.8
1947,9,7,16.8
1947,10,14,16.8
1947,10,23,16.8
1947,4,21,16.9
1947,9,11,16.9
1947,9,12,16.9
1947,5,2,17
1947,6,4,17
1947,6,10,17
1947,10,2,17
1947,6,2,17.1
1947,7,26,17.1
1947,7,30,17.1
1947,11,3,17.1
1947,4,23,17.2
1947,5,12,17.2
1947,8,23,17.2
1947,7,5,17.3
1947,7,23,17.3
1947,5,4,17.4
1947,5,9,17.4
1947,5,19,17.4
1947,7,4,17.4
