Year,Latitude,Longitude,Location
2019,29.632786,-82.337953,POINT (-82.337953 29.632786)
2017,29.633325,-82.335984,POINT (-82.33598400000001 29.633325)
2019,29.633326,-82.335902,POINT (-82.335902 29.633325999999997)
2016,29.633350,-82.336285,POINT (-82.336285 29.633350000000004)
2019,29.633354,-82.335589,POINT (-82.33558900000001 29.633354)
2019,29.633425,-82.336519,POINT (-82.336519 29.633425000000003)
2019,29.633529,-82.414338,POINT (-82.414338 29.633529)
2019,29.633604,-82.413600,POINT (-82.4136 29.633604)
2019,29.633713,-82.336506,POINT (-82.336506 29.633713)
2019,29.633759,-82.331089,POINT (-82.331089 29.633758999999998)
2019,29.633762,-82.335139,POINT (-82.335139 29.633762000000004)
2019,29.633769,-82.413995,POINT (-82.413995 29.633769)
2017,29.633867,-82.413203,POINT (-82.413203 29.633867)
2019,29.634075,-82.414035,POINT (-82.414035 29.634075000000003)
2019,29.634117,-82.336444,POINT (-82.336444 29.634117000000003)
2019,29.634182,-82.335208,POINT (-82.335208 29.634182)
2017,29.634217,-82.413003,POINT (-82.413003 29.634217000000003)
2019,29.634225,-82.336297,POINT (-82.336297 29.634225000000004)
2016,29.634233,-82.336264,POINT (-82.336264 29.634233)
2016,29.634238,-82.335294,POINT (-82.335294 29.634237999999996)
2019,29.634266,-82.412974,POINT (-82.412974 29.634266)
2019,29.634284,-82.336021,POINT (-82.33602100000002 29.634284)
2019,29.634293,-82.335959,POINT (-82.335959 29.634293)
2015,29.634307,-82.335541,POINT (-82.335541 29.634307000000003)
2016,29.634311,-82.335786,POINT (-82.335786 29.634311)
2019,29.634312,-82.335641,POINT (-82.335641 29.634312000000005)
2019,29.634520,-82.319332,POINT (-82.319332 29.63452)
2019,29.634520,-82.319332,POINT (-82.319332 29.63452)
2019,29.634524,-82.322060,POINT (-82.32206 29.634524000000003)
2019,29.634817,-82.413596,POINT (-82.413596 29.634817)
2019,29.634933,-82.318513,POINT (-82.318513 29.634933000000004)
2017,29.634960,-82.412598,POINT (-82.412598 29.634960000000003)
2019,29.634999,-82.320369,POINT (-82.320369 29.634999000000004)
2019,29.635242,-82.317929,POINT (-82.317929 29.635242000000005)
2019,29.635297,-82.412408,POINT (-82.412408 29.635296999999998)
2019,29.635320,-82.318870,POINT (-82.31887 29.63532)
2019,29.635338,-82.318760,POINT (-82.31876 29.635338)
2019,29.635432,-82.413232,POINT (-82.413232 29.635432000000005)
2019,29.635462,-82.320607,POINT (-82.320607 29.635462000000004)
2019,29.635483,-82.412301,POINT (-82.412301 29.635483000000004)
2017,29.635581,-82.318358,POINT (-82.318358 29.635580999999995)
2017,29.635629,-82.319127,POINT (-82.319127 29.635629)
2019,29.635664,-82.412195,POINT (-82.412195 29.635664)
2019,29.635746,-82.318112,POINT (-82.318112 29.635746)
2019,29.635798,-82.318042,POINT (-82.318042 29.635798)
2019,29.635919,-82.317878,POINT (-82.317878 29.635919)
2019,29.635919,-82.317878,POINT (-82.317878 29.635919)
2019,29.635923,-82.412046,POINT (-82.412046 29.635923)
2019,29.636060,-82.319513,POINT (-82.319513 29.63606)
2016,29.636106,-82.411940,POINT (-82.41194 29.636106000000005)
2019,29.636198,-82.317488,POINT (-82.317488 29.636198)
2019,29.636198,-82.317488,POINT (-82.317488 29.636198)
2019,29.636198,-82.317488,POINT (-82.317488 29.636198)
2019,29.636390,-82.319557,POINT (-82.31955700000002 29.636390000000002)
2015,29.637047,-82.412333,POINT (-82.412333 29.637047)
2019,29.637068,-82.317408,POINT (-82.317408 29.637068)
2019,29.637162,-82.412256,POINT (-82.412256 29.637162)
2019,29.637226,-82.317164,POINT (-82.317164 29.637226)
2019,29.637226,-82.317164,POINT (-82.317164 29.637226)
2019,29.637305,-82.304681,POINT (-82.304681 29.637305)
2019,29.637341,-82.300677,POINT (-82.30067700000001 29.637341000000003)
2019,29.637343,-82.300894,POINT (-82.300894 29.637343000000005)
2014,29.637601,-82.411923,POINT (-82.41192300000002 29.637601)
2018,29.637654,-82.410708,POINT (-82.410708 29.637653999999998)
2019,29.637654,-82.410708,POINT (-82.410708 29.637653999999998)
2019,29.637675,-82.302903,POINT (-82.302903 29.637675)
2018,29.637814,-82.411711,POINT (-82.411711 29.637814000000002)
2015,29.637835,-82.410478,POINT (-82.410478 29.637835000000003)
2019,29.637901,-82.299436,POINT (-82.299436 29.637901000000003)
2019,29.638034,-82.302905,POINT (-82.302905 29.638034)
2019,29.638098,-82.303494,POINT (-82.303494 29.638098)
2019,29.638100,-82.304303,POINT (-82.304303 29.6381)
2019,29.638100,-82.304227,POINT (-82.304227 29.6381)
2019,29.638102,-82.305339,POINT (-82.305339 29.638102000000003)
2019,29.638112,-82.411377,POINT (-82.411377 29.638111999999996)
2014,29.638115,-82.301326,POINT (-82.301326 29.638114999999996)
2019,29.638115,-82.300672,POINT (-82.300672 29.638114999999996)
2019,29.638115,-82.300896,POINT (-82.300896 29.638114999999996)
2019,29.638115,-82.300890,POINT (-82.30089000000001 29.638114999999996)
2019,29.638115,-82.300459,POINT (-82.300459 29.638114999999996)
2018,29.638207,-82.410426,POINT (-82.410426 29.638207000000005)
2017,29.638313,-82.410491,POINT (-82.410491 29.638313000000004)
2019,29.638536,-82.306556,POINT (-82.306556 29.638536000000002)
2018,29.638666,-82.298566,POINT (-82.298566 29.638666)
2019,29.638729,-82.299416,POINT (-82.29941600000001 29.638729)
2019,29.638750,-82.312735,POINT (-82.312735 29.63875)
2019,29.638809,-82.303110,POINT (-82.30311 29.638809)
2015,29.638810,-82.303877,POINT (-82.30387700000001 29.638810000000003)
2019,29.638810,-82.303488,POINT (-82.303488 29.638810000000003)
2019,29.638812,-82.305197,POINT (-82.305197 29.638812000000005)
2019,29.638812,-82.305007,POINT (-82.305007 29.638812000000005)
2019,29.638812,-82.304991,POINT (-82.304991 29.638812000000005)
2019,29.638914,-82.300557,POINT (-82.300557 29.638914)
2016,29.638917,-82.300765,POINT (-82.300765 29.638917)
2019,29.638920,-82.300928,POINT (-82.300928 29.63892)
2019,29.638923,-82.301149,POINT (-82.301149 29.638923)
2019,29.638929,-82.301732,POINT (-82.301732 29.638929000000005)
2019,29.639057,-82.300267,POINT (-82.300267 29.639057)
2019,29.639233,-82.299404,POINT (-82.299404 29.639233)
2019,29.639247,-82.301969,POINT (-82.30196900000001 29.639247)
2019,29.639323,-82.302923,POINT (-82.302923 29.639323)
2019,29.639396,-82.316497,POINT (-82.316497 29.639396000000005)
2019,29.639406,-82.299402,POINT (-82.299402 29.639406)
2019,29.639414,-82.299402,POINT (-82.299402 29.639414)
2019,29.639530,-82.305021,POINT (-82.305021 29.63953)
2019,29.639532,-82.304810,POINT (-82.30481 29.639532000000003)
2019,29.639532,-82.304814,POINT (-82.304814 29.639532000000003)
2019,29.639533,-82.304610,POINT (-82.30461 29.639533)
2019,29.639535,-82.304439,POINT (-82.304439 29.639535000000002)
2018,29.639536,-82.304246,POINT (-82.304246 29.639536)
2016,29.639538,-82.304050,POINT (-82.30405 29.639538)
2019,29.639544,-82.303212,POINT (-82.303212 29.639543999999997)
2019,29.639553,-82.300270,POINT (-82.30027 29.639553000000003)
2019,29.639710,-82.302959,POINT (-82.302959 29.63971)
2019,29.639725,-82.300271,POINT (-82.300271 29.639725000000002)
2019,29.639727,-82.300271,POINT (-82.300271 29.639727000000004)
2019,29.639741,-82.301968,POINT (-82.301968 29.639741)
2018,29.639781,-82.309003,POINT (-82.309003 29.639781)
2019,29.639781,-82.315979,POINT (-82.315979 29.639781)
2019,29.639781,-82.316324,POINT (-82.316324 29.639781)
2019,29.639791,-82.312871,POINT (-82.312871 29.639791000000002)
2019,29.639797,-82.314321,POINT (-82.314321 29.639797)
2018,29.639798,-82.314605,POINT (-82.314605 29.639798)
2019,29.639878,-82.299395,POINT (-82.299395 29.639878000000003)
2019,29.639941,-82.336703,POINT (-82.336703 29.639941000000004)
2019,29.640000,-82.336305,POINT (-82.336305 29.64)
2019,29.640082,-82.300273,POINT (-82.300273 29.640082)
2019,29.640086,-82.300273,POINT (-82.300273 29.640085999999997)
2019,29.640099,-82.298554,POINT (-82.298554 29.640099)
2019,29.640101,-82.336025,POINT (-82.336025 29.640101)
2017,29.640178,-82.338941,POINT (-82.338941 29.640178)
2017,29.640182,-82.338654,POINT (-82.338654 29.640182000000003)
2018,29.640183,-82.313749,POINT (-82.313749 29.640183)
2017,29.640190,-82.338027,POINT (-82.338027 29.64019)
2017,29.640200,-82.337278,POINT (-82.33727800000001 29.640200000000004)
2018,29.640200,-82.313749,POINT (-82.313749 29.640200000000004)
2019,29.640271,-82.303508,POINT (-82.303508 29.640271)
2019,29.640273,-82.303684,POINT (-82.303684 29.640273)
2019,29.640289,-82.305181,POINT (-82.305181 29.640289)
2019,29.640515,-82.308205,POINT (-82.308205 29.640515)
2019,29.640569,-82.335945,POINT (-82.335945 29.640569)
2019,29.640695,-82.336997,POINT (-82.336997 29.640695)
2019,29.640818,-82.336994,POINT (-82.336994 29.640817999999996)
2016,29.640952,-82.336990,POINT (-82.33699 29.640952)
2017,29.641007,-82.314484,POINT (-82.314484 29.641007000000002)
2019,29.641111,-82.299384,POINT (-82.299384 29.641111)
2019,29.641304,-82.294143,POINT (-82.294143 29.641304000000005)
2019,29.641359,-82.294704,POINT (-82.294704 29.641358999999998)
2018,29.641362,-82.294982,POINT (-82.294982 29.641361999999997)
2019,29.641364,-82.295180,POINT (-82.29518 29.641364)
2019,29.641384,-82.292320,POINT (-82.29232 29.641383999999995)
2019,29.641389,-82.291450,POINT (-82.29145 29.641389000000004)
2015,29.641391,-82.291806,POINT (-82.291806 29.641391)
2019,29.641394,-82.335944,POINT (-82.335944 29.641394)
2015,29.641440,-82.301119,POINT (-82.301119 29.641440000000003)
2019,29.641561,-82.301119,POINT (-82.301119 29.641561000000003)
2019,29.641626,-82.299380,POINT (-82.29938 29.641626)
2019,29.641724,-82.312340,POINT (-82.31234 29.641724)
2019,29.641751,-82.336886,POINT (-82.336886 29.641750999999996)
2019,29.641810,-82.294440,POINT (-82.29444 29.641810000000003)
2014,29.642019,-82.294154,POINT (-82.294154 29.642019)
2019,29.642037,-82.294908,POINT (-82.294908 29.642036999999995)
2019,29.642071,-82.335937,POINT (-82.33593700000002 29.642071)
2019,29.642191,-82.313150,POINT (-82.31315 29.642191)
2019,29.642192,-82.312892,POINT (-82.312892 29.642192000000005)
2019,29.642268,-82.294440,POINT (-82.29444 29.642267999999998)
2019,29.642316,-82.293247,POINT (-82.293247 29.642315999999997)
2018,29.642317,-82.292619,POINT (-82.292619 29.642316999999995)
2019,29.642317,-82.292700,POINT (-82.2927 29.642316999999995)
2019,29.642317,-82.292990,POINT (-82.29299 29.642316999999995)
2019,29.642317,-82.292023,POINT (-82.292023 29.642316999999995)
2019,29.642357,-82.311460,POINT (-82.31146000000001 29.642357)
2019,29.642413,-82.299391,POINT (-82.299391 29.642413)
2019,29.642547,-82.293410,POINT (-82.29341 29.642547000000004)
2019,29.642564,-82.299393,POINT (-82.299393 29.642564)
2019,29.642650,-82.313747,POINT (-82.31374700000002 29.642650000000003)
2019,29.642678,-82.315130,POINT (-82.31513 29.642678)
2017,29.642757,-82.294975,POINT (-82.294975 29.642757)
2019,29.642774,-82.295447,POINT (-82.295447 29.642774000000003)
2019,29.642839,-82.314160,POINT (-82.31416 29.642839)
2019,29.642843,-82.313870,POINT (-82.31387 29.642843000000003)
2016,29.642936,-82.311598,POINT (-82.311598 29.642936000000002)
2019,29.643101,-82.299404,POINT (-82.299404 29.643101000000005)
2014,29.643182,-82.395337,POINT (-82.395337 29.643182)
2019,29.643182,-82.395337,POINT (-82.395337 29.643182)
2019,29.643192,-82.395911,POINT (-82.395911 29.643192000000003)
2018,29.643193,-82.396887,POINT (-82.396887 29.643193)
2015,29.643194,-82.396908,POINT (-82.396908 29.643194000000005)
2014,29.643197,-82.396980,POINT (-82.39698000000001 29.643197000000004)
2019,29.643199,-82.395651,POINT (-82.395651 29.643199)
2019,29.643203,-82.397151,POINT (-82.397151 29.643203)
2019,29.643207,-82.397238,POINT (-82.39723800000002 29.643207000000004)
2015,29.643213,-82.397383,POINT (-82.397383 29.643213000000003)
2017,29.643217,-82.397491,POINT (-82.397491 29.643217)
2019,29.643241,-82.397617,POINT (-82.397617 29.643241)
2019,29.643270,-82.301111,POINT (-82.301111 29.643269999999998)
2019,29.643282,-82.300237,POINT (-82.300237 29.643282000000003)
2019,29.643370,-82.314180,POINT (-82.31418 29.64337)
2019,29.643411,-82.312763,POINT (-82.312763 29.643411000000004)
2016,29.643412,-82.312922,POINT (-82.312922 29.643412)
2019,29.643413,-82.313127,POINT (-82.313127 29.643413)
2019,29.643413,-82.313142,POINT (-82.313142 29.643413)
2019,29.643450,-82.294991,POINT (-82.294991 29.643450000000005)
2019,29.643455,-82.397762,POINT (-82.397762 29.643455)
2019,29.643465,-82.397764,POINT (-82.39776400000001 29.643465)
2019,29.643539,-82.312331,POINT (-82.312331 29.643539)
2016,29.643564,-82.397780,POINT (-82.39778 29.643564000000005)
2019,29.643599,-82.298531,POINT (-82.298531 29.643599000000002)
2019,29.643603,-82.396354,POINT (-82.396354 29.643603)
2019,29.643635,-82.397792,POINT (-82.397792 29.643634999999996)
2019,29.643665,-82.294428,POINT (-82.294428 29.643665000000002)
2019,29.643689,-82.294426,POINT (-82.294426 29.643689000000002)
2019,29.643789,-82.396657,POINT (-82.396657 29.643789)
2019,29.643885,-82.396635,POINT (-82.396635 29.643885)
2017,29.643897,-82.396632,POINT (-82.396632 29.643896999999996)
2019,29.643927,-82.312329,POINT (-82.312329 29.643927)
2019,29.643953,-82.301107,POINT (-82.301107 29.643953000000003)
2014,29.643960,-82.300230,POINT (-82.30023 29.643959999999996)
2019,29.643963,-82.294408,POINT (-82.294408 29.643962999999996)
2019,29.643974,-82.298531,POINT (-82.298531 29.643974000000004)
2019,29.643999,-82.301106,POINT (-82.301106 29.643999)
2019,29.644030,-82.396620,POINT (-82.39662 29.64403)
2018,29.644077,-82.398036,POINT (-82.398036 29.644077000000003)
2019,29.644102,-82.396620,POINT (-82.39662 29.644102)
2019,29.644146,-82.398056,POINT (-82.398056 29.644146000000003)
2019,29.644166,-82.301105,POINT (-82.301105 29.644166)
2019,29.644173,-82.396625,POINT (-82.396625 29.644173000000002)
2019,29.644223,-82.398084,POINT (-82.398084 29.644223)
2019,29.644232,-82.312327,POINT (-82.312327 29.644232)
2019,29.644274,-82.396631,POINT (-82.396631 29.644274)
2019,29.644351,-82.398121,POINT (-82.398121 29.644350999999997)
2019,29.644355,-82.301104,POINT (-82.301104 29.644355)
2019,29.644357,-82.298531,POINT (-82.298531 29.644357000000003)
2014,29.644394,-82.396621,POINT (-82.396621 29.644393999999995)
2019,29.644487,-82.396566,POINT (-82.396566 29.644487)
2014,29.644514,-82.398106,POINT (-82.39810600000001 29.644514)
2019,29.644561,-82.396534,POINT (-82.396534 29.644561000000003)
2019,29.644590,-82.317002,POINT (-82.31700200000002 29.64459)
2018,29.644604,-82.315563,POINT (-82.315563 29.644604)
2015,29.644615,-82.397988,POINT (-82.397988 29.644615000000005)
2019,29.644623,-82.396470,POINT (-82.39647 29.644623)
2019,29.644644,-82.401936,POINT (-82.401936 29.644644)
2017,29.644652,-82.397785,POINT (-82.397785 29.644651999999997)
2017,29.644667,-82.397535,POINT (-82.397535 29.644667000000002)
2014,29.644672,-82.397355,POINT (-82.397355 29.644672)
2019,29.644672,-82.397355,POINT (-82.397355 29.644672)
2016,29.645269,-82.364183,POINT (-82.36418300000001 29.645269000000003)
2016,29.645333,-82.316516,POINT (-82.316516 29.645333)
2019,29.645779,-82.310989,POINT (-82.310989 29.645779)
2019,29.645781,-82.311153,POINT (-82.31115300000002 29.645780999999996)
2016,29.645783,-82.308941,POINT (-82.308941 29.645783000000005)
2019,29.645783,-82.308500,POINT (-82.3085 29.645783000000005)
2019,29.645783,-82.308500,POINT (-82.3085 29.645783000000005)
2019,29.645783,-82.308500,POINT (-82.3085 29.645783000000005)
2019,29.645783,-82.308500,POINT (-82.3085 29.645783000000005)
2019,29.645783,-82.308500,POINT (-82.3085 29.645783000000005)
2019,29.645790,-82.317678,POINT (-82.317678 29.64579)
2019,29.645795,-82.314659,POINT (-82.314659 29.645795000000003)
2019,29.645797,-82.313161,POINT (-82.313161 29.645797)
2014,29.645800,-82.314032,POINT (-82.314032 29.6458)
2019,29.645801,-82.313363,POINT (-82.313363 29.645801)
2019,29.645801,-82.313363,POINT (-82.313363 29.645801)
2019,29.645801,-82.315999,POINT (-82.315999 29.645801)
2018,29.645930,-82.307977,POINT (-82.307977 29.64593)
2019,29.645930,-82.309612,POINT (-82.309612 29.64593)
2019,29.645959,-82.307264,POINT (-82.307264 29.645959)
2019,29.645979,-82.389240,POINT (-82.38924 29.645979000000004)
2019,29.645981,-82.310561,POINT (-82.310561 29.645981)
2015,29.645996,-82.388878,POINT (-82.388878 29.645996)
2019,29.646063,-82.310566,POINT (-82.310566 29.646062999999998)
2019,29.646087,-82.312283,POINT (-82.31228300000001 29.646087000000005)
2019,29.646102,-82.307974,POINT (-82.307974 29.646102)
2014,29.646113,-82.312283,POINT (-82.31228300000001 29.646113)
2019,29.646169,-82.316500,POINT (-82.3165 29.646168999999997)
2019,29.646214,-82.389561,POINT (-82.389561 29.646213999999997)
2019,29.646217,-82.309617,POINT (-82.309617 29.646216999999996)
2019,29.646283,-82.312283,POINT (-82.31228300000001 29.646283000000004)
2015,29.646323,-82.380322,POINT (-82.380322 29.646322999999995)
2019,29.646336,-82.383742,POINT (-82.383742 29.646336000000005)
2019,29.646367,-82.364193,POINT (-82.364193 29.646366999999998)
2019,29.646369,-82.309620,POINT (-82.30962 29.646369)
2019,29.646371,-82.316164,POINT (-82.316164 29.646371000000002)
2019,29.646378,-82.315997,POINT (-82.315997 29.646378)
2018,29.646388,-82.315784,POINT (-82.315784 29.646387999999998)
2019,29.646406,-82.312066,POINT (-82.312066 29.646406)
2019,29.646409,-82.315307,POINT (-82.315307 29.646409)
2019,29.646409,-82.315307,POINT (-82.315307 29.646409)
2016,29.646418,-82.311178,POINT (-82.311178 29.646418000000004)
2019,29.646422,-82.314087,POINT (-82.314087 29.646422)
2019,29.646423,-82.313939,POINT (-82.313939 29.646423)
2019,29.646489,-82.306537,POINT (-82.306537 29.646489)
2019,29.646493,-82.305860,POINT (-82.30586 29.646493)
2019,29.646495,-82.308705,POINT (-82.308705 29.646495)
2019,29.646636,-82.310588,POINT (-82.310588 29.646636)
2015,29.646724,-82.315112,POINT (-82.315112 29.646724)
2019,29.646770,-82.315112,POINT (-82.315112 29.646770000000004)
2019,29.646793,-82.306530,POINT (-82.30653 29.646793)
2019,29.646838,-82.363931,POINT (-82.363931 29.646838)
2015,29.646870,-82.308706,POINT (-82.308706 29.646870000000003)
2019,29.646919,-82.309629,POINT (-82.309629 29.646919)
2019,29.646940,-82.308706,POINT (-82.308706 29.64694)
2016,29.647012,-82.308706,POINT (-82.308706 29.647012)
2015,29.647037,-82.363694,POINT (-82.363694 29.647037)
2019,29.647048,-82.363681,POINT (-82.363681 29.647048)
2019,29.647057,-82.306524,POINT (-82.306524 29.647056999999997)
2019,29.647079,-82.307248,POINT (-82.307248 29.647079)
2014,29.647177,-82.306521,POINT (-82.306521 29.647177000000003)
2019,29.647189,-82.305862,POINT (-82.305862 29.647188999999997)
2019,29.647191,-82.309634,POINT (-82.30963400000002 29.647191)
2019,29.647202,-82.363497,POINT (-82.363497 29.647202)
2014,29.647242,-82.383099,POINT (-82.383099 29.647242)
2019,29.647243,-82.384119,POINT (-82.384119 29.647243000000003)
2017,29.647253,-82.305862,POINT (-82.305862 29.647252999999996)
2019,29.647278,-82.386965,POINT (-82.386965 29.647278)
2018,29.647287,-82.309635,POINT (-82.309635 29.647287)
2019,29.647287,-82.309635,POINT (-82.309635 29.647287)
2019,29.647287,-82.309635,POINT (-82.309635 29.647287)
2019,29.647291,-82.379016,POINT (-82.379016 29.647291000000003)
2019,29.647368,-82.307244,POINT (-82.307244 29.647368)
2019,29.647379,-82.310579,POINT (-82.310579 29.647379)
2019,29.647464,-82.305862,POINT (-82.305862 29.647464)
2019,29.647469,-82.306515,POINT (-82.306515 29.647468999999997)
2019,29.647522,-82.307954,POINT (-82.307954 29.647522)
2019,29.647553,-82.385051,POINT (-82.385051 29.647553)
2015,29.647586,-82.305863,POINT (-82.305863 29.647586000000004)
2017,29.647610,-82.363010,POINT (-82.36301000000002 29.647610000000004)
2019,29.647613,-82.306511,POINT (-82.306511 29.647613000000003)
2018,29.647640,-82.310576,POINT (-82.310576 29.64764)
2014,29.647716,-82.389294,POINT (-82.389294 29.647716000000003)
2017,29.647738,-82.305863,POINT (-82.305863 29.647738)
2019,29.647746,-82.306508,POINT (-82.306508 29.647746)
2014,29.647833,-82.307237,POINT (-82.307237 29.647833000000002)
2019,29.647886,-82.306505,POINT (-82.306505 29.647886)
2019,29.647890,-82.363773,POINT (-82.363773 29.647890000000004)
2019,29.647933,-82.307948,POINT (-82.307948 29.647933000000002)
2017,29.648018,-82.309647,POINT (-82.309647 29.648018)
2019,29.648029,-82.388262,POINT (-82.388262 29.648029)
2019,29.648066,-82.363952,POINT (-82.363952 29.648066)
2014,29.648134,-82.363130,POINT (-82.36313 29.648134000000002)
2019,29.648148,-82.384435,POINT (-82.384435 29.648148)
2016,29.648149,-82.382483,POINT (-82.382483 29.648149000000004)
2017,29.648149,-82.382837,POINT (-82.382837 29.648149000000004)
2019,29.648149,-82.381803,POINT (-82.381803 29.648149000000004)
2019,29.648149,-82.381451,POINT (-82.381451 29.648149000000004)
2014,29.648150,-82.381131,POINT (-82.381131 29.64815)
2018,29.648158,-82.380287,POINT (-82.380287 29.648158000000002)
2019,29.648161,-82.380004,POINT (-82.380004 29.648160999999998)
2019,29.648161,-82.380028,POINT (-82.380028 29.648160999999998)
2016,29.648169,-82.379294,POINT (-82.379294 29.648169)
2019,29.648186,-82.363191,POINT (-82.363191 29.648185999999995)
2019,29.648256,-82.386007,POINT (-82.386007 29.648256)
2016,29.648271,-82.401428,POINT (-82.401428 29.648271)
2015,29.648305,-82.363325,POINT (-82.363325 29.648305000000004)
2019,29.648435,-82.401111,POINT (-82.401111 29.648435000000003)
2019,29.648436,-82.401109,POINT (-82.401109 29.648436)
2014,29.648472,-82.400637,POINT (-82.400637 29.648472)
2014,29.648499,-82.400578,POINT (-82.400578 29.648499)
2019,29.648499,-82.400578,POINT (-82.400578 29.648499)
2019,29.648540,-82.386921,POINT (-82.386921 29.648540000000004)
2019,29.648547,-82.386012,POINT (-82.386012 29.648547)
2019,29.648581,-82.361718,POINT (-82.36171800000001 29.648581)
2019,29.648623,-82.389522,POINT (-82.389522 29.648623)
2019,29.648672,-82.400498,POINT (-82.400498 29.648672000000005)
2018,29.648690,-82.401275,POINT (-82.401275 29.64869)
2015,29.648710,-82.401324,POINT (-82.401324 29.64871)
2019,29.648722,-82.362783,POINT (-82.362783 29.648722)
2017,29.648729,-82.401897,POINT (-82.401897 29.648729)
2014,29.648745,-82.400495,POINT (-82.400495 29.648744999999998)
2019,29.648753,-82.401431,POINT (-82.401431 29.648753)
2015,29.648778,-82.401495,POINT (-82.401495 29.648778000000004)
2019,29.648806,-82.385056,POINT (-82.385056 29.648806)
2017,29.648818,-82.401653,POINT (-82.401653 29.648818000000002)
2019,29.648952,-82.361727,POINT (-82.361727 29.648952000000005)
2019,29.649064,-82.379689,POINT (-82.379689 29.649064000000003)
2019,29.649070,-82.379420,POINT (-82.37942 29.64907)
2017,29.649071,-82.379365,POINT (-82.379365 29.649071)
2017,29.649078,-82.378990,POINT (-82.37899 29.649078)
2017,29.649081,-82.385060,POINT (-82.38506 29.649081)
2019,29.649114,-82.362731,POINT (-82.362731 29.649114)
