state,county,geoid,distance,lives
FL,Broward,12011020101,259.8664405,37.2
FL,Broward,12011020103,261.6245755,37
FL,Broward,12011020104,260.900135,27.8
FL,Broward,12011020204,259.5276832,39.6
FL,Broward,12011020205,259.5735193,30.1
FL,Broward,12011020206,260.1655742,38.5
FL,Broward,12011020207,260.536823,39.2
FL,Broward,12011020209,261.359885,43.1
FL,Broward,12011020210,261.0615983,34.2
FL,Broward,12011020211,261.5950063,27
FL,Broward,12011020212,261.1695771,30.1
FL,Broward,12011020302,258.0610403,31.7
FL,Broward,12011020308,258.5321211,42.3
FL,Broward,12011020309,258.6492526,40
FL,Broward,12011020311,257.9518293,33.7
FL,Broward,12011020312,258.628177,42.1
FL,Broward,12011020313,258.6706272,26.5
FL,Broward,12011020314,258.9278947,25.8
FL,Broward,12011020315,260.0719826,30.2
FL,Broward,12011020316,260.7126269,23.7
FL,Broward,12011020317,261.2169827,36.4
FL,Broward,12011020318,259.9133242,32.4
FL,Broward,12011020319,259.7319025,28.1
FL,Broward,12011020320,260.0039798,33.2
FL,Broward,12011020321,260.7177085,25.4
FL,Broward,12011020322,260.7321255,40.9
FL,Broward,12011020323,259.0198453,39
FL,Broward,12011020324,259.2628045,36
FL,Broward,12011020325,257.8742835,28.8
FL,Broward,12011020326,257.5160605,37.7
FL,Broward,12011020404,262.9894969,37.5
FL,Broward,12011020405,263.6734097,28.1
FL,Broward,12011020406,262.1867505,34.3
FL,Broward,12011020407,262.1026169,42.3
FL,Broward,12011020409,261.4906594,28.4
FL,Broward,12011020411,262.0248473,38.3
FL,Broward,12011020412,262.594695,45.3
FL,Broward,12011020413,262.8528766,41
FL,Broward,12011020414,261.4228666,34.7
FL,Broward,12011020415,262.108111,38.2
FL,Broward,12011020501,262.2188816,30.4
FL,Broward,12011020502,262.8963235,33.8
FL,Broward,12011030100,261.4488287,39.8
FL,Broward,12011030201,261.2257024,26.5
FL,Broward,12011030202,262.4475798,30.3
FL,Broward,12011030203,261.2933002,36.1
FL,Broward,12011030301,260.5609347,47.3
FL,Broward,12011030302,261.2479898,42.7
FL,Broward,12011030401,261.8172739,39.3
FL,Broward,12011030402,262.7085246,25.5
FL,Broward,12011030500,261.3662976,46.1
FL,Broward,12011030600,261.327757,30.4
FL,Broward,12011030702,261.9397704,22
FL,Broward,12011030703,260.0993478,46.5
FL,Broward,12011030704,260.863512,25.8
FL,Broward,12011030705,261.4516199,28.8
FL,Broward,12011030801,263.8515158,26.3
FL,Broward,12011030802,263.4647408,23.5
FL,Broward,12011030902,264.6571248,30.9
FL,Broward,12011030903,264.2500266,30.6
FL,Broward,12011030904,264.1275817,32.9
FL,Broward,12011031001,263.3400726,37.3
FL,Broward,12011031002,263.8747097,34.6
FL,Broward,12011031101,262.0881538,39.7
FL,Broward,12011031102,263.1163958,35.6
FL,Broward,12011031202,264.6720383,37.6
FL,Broward,12011031203,263.4030933,40.5
FL,Broward,12011031204,263.2127599,35.8
FL,Broward,12011031205,262.3980938,35
FL,Broward,12011040101,266.7632985,34.6
FL,Broward,12011040102,265.6117144,34.1
FL,Broward,12011040203,265.9497869,34.6
FL,Broward,12011040204,265.5816903,42.3
FL,Broward,12011040205,265.3817113,41
FL,Broward,12011040206,265.0913558,37.2
FL,Broward,12011040300,266.0052921,30.7
FL,Broward,12011040401,267.1634137,33
FL,Broward,12011040402,267.0569156,30.3
FL,Broward,12011040502,268.9133043,33.5
FL,Broward,12011040503,267.4447954,37
FL,Broward,12011040504,267.5565919,32.4
FL,Broward,12011040601,269.1864635,34.1
FL,Broward,12011040602,268.7617699,31.3
FL,Broward,12011040701,268.8008299,47.8
FL,Broward,12011040702,269.415074,34.8
FL,Broward,12011040801,268.461345,38.4
FL,Broward,12011040802,268.6894206,28.4
FL,Broward,12011040901,268.1128453,29.4
FL,Broward,12011040902,268.5798703,32.9
FL,Broward,12011041000,268.176588,26.3
FL,Broward,12011041100,268.7023109,41.9
FL,Broward,12011041200,268.0382733,29
FL,Broward,12011041300,269.1168053,39.8
FL,Broward,12011041400,269.421146,25.6
FL,Broward,12011041500,269.3483524,41.6
FL,Broward,12011041600,269.8478062,37.4
FL,Broward,12011041700,269.2137,28.7
FL,Broward,12011041801,269.8048359,29.4
FL,Broward,12011041802,269.8787809,29.2
FL,Broward,12011041900,270.4971745,33
FL,Broward,12011042000,270.5520671,41.9
FL,Broward,12011042100,270.7548137,39.8
FL,Broward,12011042200,272.1025491,27.1
FL,Broward,12011042301,271.5594701,31.6
FL,Broward,12011042302,271.9441772,27.2
FL,Broward,12011042400,270.9940198,31
FL,Broward,12011042500,270.2959571,42.5
FL,Broward,12011042600,270.6407423,24.7
FL,Broward,12011042700,270.7316844,29.3
FL,Broward,12011042800,270.2680948,41.2
FL,Broward,12011042900,270.0139783,36
FL,Broward,12011043001,271.6643687,33.4
FL,Broward,12011043002,270.9939943,27.6
FL,Broward,12011043100,271.2780256,25.9
FL,Broward,12011043301,271.8280969,33.5
FL,Broward,12011043302,272.290151,29.6
FL,Broward,12011050100,264.949872,24.3
FL,Broward,12011050204,264.1739316,29.2
FL,Broward,12011050205,262.9730777,34.6
FL,Broward,12011050206,263.6227195,33
FL,Broward,12011050207,265.670703,42.1
FL,Broward,12011050208,264.8065832,38.4
FL,Broward,12011050301,266.0687043,26.7
FL,Broward,12011050306,266.263255,38.1
FL,Broward,12011050307,266.8485475,37.6
FL,Broward,12011050308,267.3221212,27.2
FL,Broward,12011050309,264.583163,35.6
FL,Broward,12011050310,265.3317699,41.6
FL,Broward,12011050311,266.0225569,34
FL,Broward,12011050312,266.5419897,28.2
FL,Broward,12011050401,266.534184,28.1
FL,Broward,12011050402,266.4008291,39.6
FL,Broward,12011050501,266.096899,47.2
FL,Broward,12011050502,265.6278041,25.8
FL,Broward,12011050601,266.5669868,31.6
FL,Broward,12011050602,267.4238235,42.8
FL,Broward,12011050701,266.7142245,35
FL,Broward,12011050702,266.8208337,38.2
FL,Broward,12011050800,267.1505488,30.1
FL,Broward,12011050900,267.5972128,40.2
FL,Broward,12011051001,268.1231364,28.3
FL,Broward,12011051002,268.1099248,32.6
FL,Broward,12011060105,263.5439346,36.4
FL,Broward,12011060107,264.1963743,43.8
FL,Broward,12011060109,264.5673323,29
FL,Broward,12011060111,262.4485746,36.2
FL,Broward,12011060112,263.098299,36.2
FL,Broward,12011060113,263.8857024,34.7
FL,Broward,12011060114,264.1735694,32.8
FL,Broward,12011060115,264.6386552,27.3
FL,Broward,12011060116,264.8776979,27.6
FL,Broward,12011060117,265.0978509,32.7
FL,Broward,12011060118,264.2914348,35.4
FL,Broward,12011060119,264.906934,34.7
FL,Broward,12011060120,266.1100497,28
FL,Broward,12011060121,266.8099448,32.9
FL,Broward,12011060122,267.4583189,23.5
FL,Broward,12011060123,265.3470345,29.9
FL,Broward,12011060124,265.3241295,33.7
FL,Broward,12011060125,265.4004593,31
FL,Broward,12011060126,264.4191048,45
FL,Broward,12011060127,263.4267303,37.6
FL,Broward,12011060128,263.9446544,40.1
FL,Broward,12011060203,267.6294924,31.5
FL,Broward,12011060206,266.0903094,32.2
FL,Broward,12011060207,266.1507334,34.3
FL,Broward,12011060208,266.3400596,28.4
FL,Broward,12011060209,266.7093274,40.8
FL,Broward,12011060210,265.7708892,25.9
FL,Broward,12011060211,265.5840323,30.8
FL,Broward,12011060212,266.1593201,34.1
FL,Broward,12011060213,265.6705377,36.9
FL,Broward,12011060302,266.8948987,34.2
FL,Broward,12011060303,266.6276935,41.3
FL,Broward,12011060304,267.6011964,31.2
FL,Broward,12011060305,265.8474365,23.8
FL,Broward,12011060306,265.8157658,31
FL,Broward,12011060401,267.4667509,34.2
FL,Broward,12011060402,267.002788,34.5
FL,Broward,12011060403,267.8195842,38.7
FL,Broward,12011060501,267.2918163,28.5
FL,Broward,12011060503,266.5981598,32.9
FL,Broward,12011060504,266.8281479,33.2
FL,Broward,12011060505,267.0618947,28.3
FL,Broward,12011060603,267.6291687,32.2
FL,Broward,12011060605,268.0503962,39.7
FL,Broward,12011060606,268.519309,27.5
FL,Broward,12011060607,268.0165905,32.5
FL,Broward,12011060608,267.9691016,28.3
FL,Broward,12011060609,267.5298487,34
FL,Broward,12011060700,268.5493405,32.2
FL,Broward,12011060801,269.7951108,36.6
FL,Broward,12011060802,268.742764,29.6
FL,Broward,12011060900,269.4031841,24.1
FL,Broward,12011061001,270.0490199,29.3
FL,Broward,12011061002,268.7928323,33.6
FL,Broward,12011061100,270.7818191,26
FL,Broward,12011070101,272.0309908,32.8
FL,Broward,12011070102,273.2891668,38.7
FL,Broward,12011070204,271.1301915,40
FL,Broward,12011070205,270.0328238,45.5
FL,Broward,12011070207,269.9160495,25.5
FL,Broward,12011070208,270.3132518,28.3
FL,Broward,12011070209,271.2077025,30.9
FL,Broward,12011070210,270.2200423,35.3
FL,Broward,12011070211,271.2763324,42.3
FL,Broward,12011070304,268.0090614,38.7
FL,Broward,12011070305,268.8707845,28.7
FL,Broward,12011070306,270.5188455,24.9
FL,Broward,12011070310,267.5825242,30.5
FL,Broward,12011070311,267.5601834,32.2
FL,Broward,12011070312,268.0980597,33.6
FL,Broward,12011070313,269.7319733,36
FL,Broward,12011070314,271.3733881,35.2
FL,Broward,12011070315,271.9521257,33.6
FL,Broward,12011070316,272.2105049,33.9
FL,Broward,12011070317,266.9879173,29.3
FL,Broward,12011070318,268.3828025,25.9
FL,Broward,12011070319,266.1954174,42.8
FL,Broward,12011070320,266.0966026,23.3
FL,Broward,12011070321,267.4521456,36
FL,Broward,12011070322,266.746299,32.5
FL,Broward,12011070401,272.3306303,26.5
FL,Broward,12011070402,272.6643538,42.6
FL,Broward,12011070403,272.7920798,40.8
FL,Broward,12011070404,272.8342833,27.8
FL,Broward,12011070405,273.5377501,37.8
FL,Broward,12011070501,273.4926714,34
FL,Broward,12011070502,274.144908,27.7
FL,Broward,12011070601,272.3402423,31.3
FL,Broward,12011070602,273.1931289,25.4
FL,Broward,12011080101,275.5924779,31.6
FL,Broward,12011080102,274.3414191,35.1
FL,Broward,12011080103,275.6800391,37.8
FL,Broward,12011080200,273.3729487,28.9
FL,Broward,12011080402,274.4680123,38.2
FL,Broward,12011080403,273.6914506,24
FL,Broward,12011080405,273.4835814,36.2
FL,Broward,12011080406,273.8917434,34.2
FL,Broward,12011080500,275.1988474,39.8
FL,Broward,12011090101,278.8722242,43.2
FL,Broward,12011090102,274.9223621,38
FL,Broward,12011090200,277.4658816,31
FL,Broward,12011090301,277.3735136,25.9
FL,Broward,12011090302,276.6498168,28.9
FL,Broward,12011090401,276.5876188,34.1
FL,Broward,12011090403,277.2227894,45.8
FL,Broward,12011090404,276.4867554,31.7
FL,Broward,12011090502,275.0140093,33
FL,Broward,12011090503,274.9311041,35
FL,Broward,12011090504,274.7698502,35.8
FL,Broward,12011090601,274.629334,34.9
FL,Broward,12011090602,274.5791309,25.3
FL,Broward,12011090700,275.1996278,35
FL,Broward,12011090801,275.5813281,33.2
FL,Broward,12011090802,275.8479174,36
FL,Broward,12011090900,276.3189572,27.5
FL,Broward,12011091000,276.8223946,36.8
FL,Broward,12011091100,276.2593559,25.5
FL,Broward,12011091201,275.7930354,45.8
FL,Broward,12011091202,276.2859325,35
FL,Broward,12011091300,275.800761,31.5
FL,Broward,12011091400,277.3441035,39.7
FL,Broward,12011091500,277.8444632,29.4
FL,Broward,12011091600,277.7867347,25.2
FL,Broward,12011091701,277.1135747,36.1
FL,Broward,12011091702,277.3253735,32.9
FL,Broward,12011091801,277.975155,32.2
FL,Broward,12011091802,277.8322844,31.7
FL,Broward,12011091901,278.2014789,25
FL,Broward,12011091902,277.9926876,35.6
FL,Broward,12011092000,278.3266578,43.4
FL,Broward,12011100101,279.1619143,28.6
FL,Broward,12011100103,279.842532,44.6
FL,Broward,12011100104,280.0435245,33.7
FL,Broward,12011100105,279.9540656,40.8
FL,Broward,12011100201,278.948098,34.9
FL,Broward,12011100202,279.0500054,38.3
FL,Broward,12011100300,279.6092413,32.9
FL,Broward,12011100400,278.7728552,31.6
FL,Broward,12011100501,278.4076529,27.8
FL,Broward,12011100502,279.3553416,39.3
FL,Broward,12011100600,279.0753617,26.1
FL,Broward,12011100700,278.2739693,21.5
FL,Broward,12011100801,278.7004536,33.4
FL,Broward,12011100802,278.8904571,24.3
FL,Broward,12011110100,276.872205,29.5
FL,Broward,12011110301,272.9851224,40.5
FL,Broward,12011110302,273.3614012,42.3
FL,Broward,12011110303,273.4600103,38.5
FL,Broward,12011110307,274.4611157,33.2
FL,Broward,12011110308,274.7515595,28
FL,Broward,12011110309,274.9637093,33.3
FL,Broward,12011110311,275.3966708,43.5
FL,Broward,12011110312,275.7441944,37.2
FL,Broward,12011110313,275.8242575,24.9
FL,Broward,12011110319,277.2649196,29.9
FL,Broward,12011110320,277.5730787,34.6
FL,Broward,12011110321,277.455153,39.6
FL,Broward,12011110322,278.4064866,28.9
FL,Broward,12011110323,278.1985342,35.4
FL,Broward,12011110324,276.3152967,29.7
FL,Broward,12011110325,276.750182,39.1
FL,Broward,12011110326,274.8958425,39.2
FL,Broward,12011110327,273.9341165,25.2
FL,Broward,12011110328,274.623142,29.7
FL,Broward,12011110330,275.2535883,27.1
FL,Broward,12011110331,273.733528,35.2
FL,Broward,12011110332,275.3724001,24.9
FL,Broward,12011110333,274.0747651,38.4
FL,Broward,12011110334,275.8593221,36.8
FL,Broward,12011110335,275.7786203,27.3
FL,Broward,12011110336,275.9939508,32.9
FL,Broward,12011110337,275.98253,25.9
FL,Broward,12011110338,275.4980283,32.3
FL,Broward,12011110339,274.9967644,34.1
FL,Broward,12011110340,276.663003,24.4
FL,Broward,12011110341,276.727692,35.1
FL,Broward,12011110342,277.0574059,37.6
FL,Broward,12011110343,276.4989243,29.4
FL,Broward,12011110402,278.4867833,26.8
FL,Broward,12011110403,277.6790735,34.4
FL,Broward,12011110404,277.7707288,36.8
FL,Broward,12011110501,278.3297995,33.3
FL,Broward,12011110502,278.8147399,39.9
FL,Broward,12011110600,272.5620861,27
FL,Broward,12011980000,255.6568203,25.2
FL,Calhoun,12013010100,229.5758426,42.7
FL,Calhoun,12013010200,239.3571429,37.7
FL,Calhoun,12013010300,228.7478009,45
FL,Charlotte,12015010100,207.6362585,33.3
FL,Charlotte,12015010200,205.6668045,33.3
FL,Charlotte,12015010301,210.5412757,35.6
FL,Charlotte,12015010302,209.0726656,49.3
FL,Charlotte,12015010401,210.725411,31.9
FL,Charlotte,12015010402,210.8133574,39.2
FL,Charlotte,12015010403,212.3384353,46
FL,Charlotte,12015010404,212.8444881,34
FL,Charlotte,12015010501,209.4395206,36.3
FL,Charlotte,12015010502,216.8211712,39.8
FL,Charlotte,12015020101,204.6346809,45.8
FL,Charlotte,12015020103,203.2865055,36.7
FL,Charlotte,12015020104,204.0416057,39.3
FL,Charlotte,12015020201,204.4644078,38
FL,Charlotte,12015020202,204.5491361,51
FL,Charlotte,12015020301,205.020663,43.8
FL,Charlotte,12015020302,206.8718222,41
FL,Charlotte,12015020303,206.9835137,38.9
FL,Charlotte,12015020400,207.4215096,35.5
FL,Charlotte,12015020501,210.0822384,40.8
FL,Charlotte,12015020502,208.4667522,45.2
FL,Charlotte,12015020601,207.3232155,33.9
FL,Charlotte,12015020602,207.5095771,51.5
FL,Charlotte,12015020700,206.4432277,34.3
FL,Charlotte,12015020800,205.9193329,39.8
FL,Charlotte,12015020900,206.5596795,36.8
FL,Charlotte,12015021001,205.4885543,50.1
FL,Charlotte,12015021002,206.4771689,34.3
FL,Charlotte,12015021003,208.2917946,42.9
FL,Charlotte,12015030100,211.2102433,51.3
FL,Charlotte,12015030200,213.2578516,42.8
FL,Charlotte,12015030301,214.8929526,40.6
FL,Charlotte,12015030302,214.1297739,43.6
FL,Charlotte,12015030401,214.9408733,44.3
FL,Charlotte,12015030402,219.3765018,39.7
FL,Charlotte,12015030501,218.3373256,47.3
FL,Charlotte,12015030502,217.0532502,41.1
FL,Charlotte,12015030503,214.844457,44.8
FL,Citrus,12017450101,94.9361926,48.7
FL,Citrus,12017450102,90.40301014,46
FL,Citrus,12017450201,97.40622014,47.4
FL,Citrus,12017450202,96.39318377,41.3
FL,Citrus,12017450302,93.38213455,52.1
FL,Citrus,12017450303,102.1205702,51.5
FL,Citrus,12017450304,98.09344425,39.6
FL,Citrus,12017450400,100.9069608,51.2
FL,Citrus,12017450500,108.2063368,44.5
FL,Citrus,12017450601,104.2889798,39.6
FL,Citrus,12017450602,102.964767,58
